accession	ESMC 600M	ESM3 Open	ESMC 6B	ESM3 Medium	ESM3 Large	n_models_low	mean_ppl_all_models	family	organism	protein_name
P0C0E6	False	False	False	False	True	1	10.694312622207319	Orthoherpesviridae	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	Thymidine kinase (EC 2.7.1.21)
P09250	False	False	False	False	True	1	10.756171257038329	Orthoherpesviridae	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	Thymidine kinase (EC 2.7.1.21)
P07385	True	True	True	True	True	5	5.232254908985314	Poxviridae	Cowpox virus (strain Brighton Red) (CPV)	Serine proteinase inhibitor 2 (Serp-2) (Serpin-2) (Cytokine response modifier protein A) (Hemorrhage-inducing 38 kDa protein) (ICE inhibitor)
P13672	False	False	False	False	False	0	14.02728049053005	Picornaviridae	Human hepatitis A virus genotype IA (isolate LCDC-1) (HHAV) (Human hepatitis A virus (isolate Human/China/LCDC-1/1984))	Genome polyprotein [Cleaved into: Capsid protein VP3 (P1C) (Virion protein 3); Protein VP1-2A (VPX); Capsid protein VP1 (P1D) (Virion protein 1); Assembly signal 2A (pX)]
P0DSS3	False	False	False	False	False	0	15.602303906042176	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Protein OPG067 (Protein E5)
P21046	False	False	False	False	False	0	15.347320464438502	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein OPG067 (Protein E5)
Q01478	False	False	False	False	False	0	15.857041260663127	Poxviridae	Vaccinia virus (strain Dairen I) (VACV)	Protein OPG067 (Protein E5)
P52533	False	False	False	False	False	0	17.277926617177922	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Protein U84
P52532	False	False	False	False	False	0	17.388352098828943	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Protein U84
Q03307	False	True	False	True	False	2	11.853916911030419	Orthoherpesviridae	Human cytomegalovirus (strain Towne) (HHV-5) (Human herpesvirus 5)	Transmembrane protein HWLF3
P09724	False	True	False	True	False	2	12.075549339792348	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Transmembrane protein HWLF3
Q98146	True	True	False	True	False	3	8.044707217259775	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	viral G-protein coupled receptor (vGPCR) (Protein ORF74)
P15141	False	False	True	False	True	2	10.213952395262869	Adenoviridae	Human adenovirus B serotype 7 (HAdV-7) (Human adenovirus 7)	Fiber protein (SPIKE) (Protein IV)
P16628	False	False	False	False	False	0	18.28249698055358	Paramyxoviridae	Measles virus (strain Biken) (MeV) (Subacute sclerosing panencephalitis virus (strain Biken))	Matrix protein
P03095	False	False	False	False	False	0	12.875884377026315	Polyomaviridae	JC polyomavirus (JCPyV) (JCV)	Minor capsid protein VP2 (Minor structural protein VP2)
A0A7H0DN69	False	False	False	False	False	0	14.937057189817267	Poxviridae	Monkeypox virus (MPXV)	Protein OPG097
NP_536509.1	False	False	False	False	False	0	14.131300494379195			
P12590	False	False	False	False	True	1	14.143679222482898	Orthomyxoviridae	Influenza A virus (strain A/Taiwan/1/1986 H1N1)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
A0A7H0DNF9	True	True	True	True	True	5	5.229960972827631	Poxviridae	Monkeypox virus (MPXV)	Serine proteinase inhibitor 2 (Serp-2) (Serpin-2)
P0DSW4	True	True	True	True	True	5	4.89993899536997	Poxviridae	Variola virus	Serine proteinase inhibitor 2 (Serp-2) (Serpin-2)
NP_536600.1	True	True	True	True	True	5	5.504656768948175			
NP_040921.2	False	False	False	False	False	0	13.965637055210516			
P52449	False	True	False	False	False	1	13.097477313037677	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Envelope glycoprotein M (gM)
Q04630	False	False	False	False	False	0	14.30039788892348	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Envelope glycoprotein M (gM)
P16800	False	False	False	False	False	0	18.501431422454907	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Cytoplasmic envelopment protein 2
P18880	False	False	False	False	True	1	14.80288073828173	Orthomyxoviridae	Influenza B virus (strain B/Yamagata/16/1988)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
P18877	False	False	False	False	True	1	14.590199884369392	Orthomyxoviridae	Influenza B virus (strain B/Fukuoka/80/1981)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
F5HAC7	False	False	False	False	False	0	17.94984587992896	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Cytoplasmic envelopment protein 2
NP_579895.1	True	False	True	False	True	3	6.515379011867532			
P16739	False	False	False	False	False	0	13.038959208565625	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Viral Fc-gamma receptor-like protein UL119 (gp68)
P36792	False	False	True	False	False	1	15.32700739534547	Papillomaviridae	Human papillomavirus type 34	Regulatory protein E2
F5HC14	False	True	False	True	False	2	12.253485550020908	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Viral Fc-gamma receptor-like protein UL119 (gp68)
P52381	False	True	False	True	False	2	10.978050596880891	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	G-protein coupled receptor homolog U12
P52472	False	False	False	False	False	0	16.96713300310036	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Protein U67
NP_828872.1	False	False	False	False	True	1	13.397397087714822			
P52372	False	False	False	False	False	0	13.495348989221185	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Envelope glycoprotein M (gM)
O57245	True	True	True	True	True	5	5.481866046775243	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase (3-beta-HSD) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]
A0A7H0DNE2	True	True	True	True	True	5	5.1598088432413585	Poxviridae	Monkeypox virus (MPXV)	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase (3-beta-HSD) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]
P21097	True	True	True	True	True	5	4.868107071387945	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase (3-beta-HSD) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]
P52380	False	True	False	True	False	2	11.397989146241569	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	G-protein coupled receptor homolog U12
Q07925	False	False	False	False	True	1	14.372717826264577	Orthomyxoviridae	Influenza B virus (strain B/Finland/24/1985)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q07926	False	False	False	False	True	1	14.375254801112087	Orthomyxoviridae	Influenza B virus (strain B/Finland/56/1988)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
P18879	False	False	False	False	True	1	14.420200942280147	Orthomyxoviridae	Influenza B virus (strain B/Nagasaki/1/1987)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
P68755	False	False	False	False	True	1	14.858862233493426	Orthomyxoviridae	Influenza B virus (strain B/Finland/145/1990)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
P18878	False	False	False	False	True	1	14.14421075652827	Orthomyxoviridae	Influenza B virus (strain B/Ibaraki/2/1985)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q5K037	False	True	False	True	False	2	12.579114668973357	Sedoreoviridae	Rotavirus B (isolate RVB/Human/China/ADRV/1982) (RV-B) (Rotavirus B (isolate adult diarrhea rotavirus))	Non-structural protein 3 (NSP3) (NCVP4) (Non-structural RNA-binding protein 34) (NS34)
P52364	False	False	False	False	False	0	17.102931723218376	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Protein U59
P68760	False	False	False	False	True	1	14.588990247446565	Orthomyxoviridae	Influenza B virus (strain B/Finland/150/1990)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q07920	False	False	False	False	True	1	14.424470183769088	Orthomyxoviridae	Influenza B virus (strain B/Finland/151/1990)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
P36717	False	False	False	False	False	0	13.63872838689856	Adenoviridae	Human adenovirus A serotype 12 (HAdV-12) (Human adenovirus 12)	Core-capsid bridging protein (Core protein V)
P36355	False	False	False	False	False	0	16.915194830315876	Paramyxoviridae	Human parainfluenza 1 virus (strains A1426 / 86-315 / 62m-753) (HPIV-1)	Matrix protein
Q01427	False	False	False	False	False	0	17.702950917547724	Paramyxoviridae	Human parainfluenza 1 virus (strain C39) (HPIV-1)	Matrix protein
NP_536429.1	False	True	False	True	False	2	9.957256110486487			
P0DSZ1	False	False	False	False	False	0	15.481857663862751	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Protein OPG097 (Protein L3)
P0DSV8	False	True	False	True	False	2	10.842039390077982	Poxviridae	Variola virus	Cytokine response-modifying protein B (CrmB) (Viral tumor necrosis factor receptor II) (vTNFR)
P0DTN0	False	True	False	True	False	2	11.567108805750081	Poxviridae	Monkeypox virus (MPXV)	Soluble TNF receptor II (Cytokine response-modifying protein B) (CrmB)
P21031	False	False	False	False	False	0	14.333577793784508	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein OPG097 (Protein L3)
P24438	False	False	False	False	False	0	17.676645591822556	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Protein U59
Q9QJ24	False	False	False	False	False	0	17.930536740488442	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Protein U59
Q4U0X7	False	False	False	False	False	0	18.065913439259475	Retroviridae	Human T-cell leukemia virus 3 (strain Pyl43) (HTLV-3)	Protein Tax-3 (Trans-activating transcriptional regulatory protein of HTLV-3)
Q0R5R1	False	False	False	False	False	0	17.500910993112498	Retroviridae	Human T-cell leukemia virus 3 (strain 2026ND) (HTLV-3)	Protein Tax-3 (Trans-activating transcriptional regulatory protein of HTLV-3)
P03094	False	False	False	False	False	0	12.661138564530072	Polyomaviridae	BK polyomavirus (BKPyV) (Human polyomavirus 1)	Minor capsid protein VP2 (Minor structural protein VP2)
P14997	False	False	False	False	False	0	12.301519748506568	Polyomaviridae	BK polyomavirus (strain AS) (BKPyV)	Minor capsid protein VP2 (Minor structural protein VP2)
O73559	False	True	False	True	False	2	9.956761205911922	Poxviridae	Cowpox virus (strain GRI-90 / Grishak) (CPV)	Soluble TNF receptor II (Cytokine response-modifying protein B)
P23998	True	True	False	True	False	3	9.397259770180014	Poxviridae	Vaccinia virus (strain Dairen I) (VACV)	Soluble interferon alpha/beta receptor OPG204 (S antigen)
A0A7H0DNG2	False	True	False	True	False	2	9.706634989156553	Poxviridae	Monkeypox virus (MPXV)	Soluble interferon alpha/beta receptor OPG204
NP_536604.1	True	True	False	True	True	4	8.95420338518719			
Q9IK90	False	False	False	False	False	0	17.88309207019659	Paramyxoviridae	Nipah virus	Matrix protein (Protein M)
P0C222	False	False	False	False	False	0	18.30047277848228	Retroviridae	Human T-cell leukemia virus 1 (isolate Melanesia mel5 subtype C) (HTLV-1)	Protein Tax-1 (Protein X-LOR) (Trans-activating transcriptional regulatory protein of HTLV-1)
O89341	False	False	False	False	False	0	18.31963501772345	Paramyxoviridae	Hendra virus (isolate Horse/Autralia/Hendra/1994)	Matrix protein (Protein M)
P12440	False	False	False	False	True	1	14.263568065816386	Orthomyxoviridae	Influenza B virus (strain B/Ann Arbor/1/1986)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
P07873	False	False	False	False	False	0	17.603440278975466	Paramyxoviridae	Human parainfluenza 3 virus (strain Wash/47885/57) (HPIV-3) (Human parainfluenza 3 virus (strain NIH 47885))	Matrix protein
P21077	True	True	False	True	True	4	9.327415312890329	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Soluble interferon alpha/beta receptor OPG204
P03409	False	False	False	False	False	0	17.27516981907353	Retroviridae	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)	Protein Tax-1 (Protein X-LOR) (Protein PX) (Trans-activating transcriptional regulatory protein of HTLV-1)
P14079	False	False	False	False	False	0	16.727018750033807	Retroviridae	Human T-cell leukemia virus 1 (isolate Caribbea HS-35 subtype A) (HTLV-1)	Protein Tax-1 (Protein X-LOR) (Protein PX) (Trans-activating transcriptional regulatory protein of HTLV-1)
P0C213	False	False	False	False	False	0	16.949995940516462	Retroviridae	Human T-cell leukemia virus 1 (isolate Zaire EL subtype B) (HTLV-1)	Protein Tax-1 (Protein X-LOR) (Trans-activating transcriptional regulatory protein of HTLV-1)
P06423	False	False	True	False	False	1	13.322864512699805	Papillomaviridae	Human papillomavirus 33	Regulatory protein E2
P20531	True	True	True	True	True	5	5.637085978482686	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Serine proteinase inhibitor 1 (Serp-1) (Serpin-1)
P24444	False	False	False	False	False	0	16.959538492587765	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Protein U67
P0DXM3	False	False	False	False	False	0	17.06487400955898	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Protein U67
P69332	True	True	False	True	True	4	6.844877745537692	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	G-protein coupled receptor homolog US28 (HHRF3)
P09258	False	False	False	False	False	0	14.202899139473228	Orthoherpesviridae	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	Envelope glycoprotein I (gI) (Glycoprotein IV) (GPIV)
F5HF62	True	True	False	True	True	4	6.860219548752006	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Envelope protein US28
P0DOP6	False	False	False	False	False	0	15.262072710852795	Poxviridae	Variola virus	Protein OPG055 (Protein F11)
P21052	False	False	False	False	False	0	14.439739723473654	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein OPG055 (Protein F11)
A0A7H0DN28	False	False	False	False	False	0	14.929519075110814	Poxviridae	Monkeypox virus (MPXV)	Protein OPG055 (Protein F11)
P0DST1	False	True	False	False	False	1	11.802624576493049	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Soluble interferon alpha/beta receptor OPG204 (S antigen)
P03089	False	False	False	False	True	1	14.731791979046989	Polyomaviridae	JC polyomavirus (JCPyV) (JCV)	Major capsid protein VP1 (Major structural protein VP1)
P42927	True	True	True	True	True	5	5.252346110558069	Poxviridae	Cowpox virus (strain Brighton Red) (CPV)	Serine proteinase inhibitor 1 (Serp-1) (Serpin-1)
Q01346	False	False	False	False	False	0	14.174240893476949	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Protein U8
P41267	False	False	False	False	False	0	17.5656524637755	Hantaviridae	Puumala virus (strain Berkel)	Nucleoprotein (EC 3.1.-.-) (Nucleocapsid protein) (Protein N)
P03192	False	False	False	False	False	0	14.261775492565326	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Protein BMRF2
F5HAD1	False	False	False	False	False	0	14.318447220379884	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Protein ORF58
Q1HVH3	False	False	False	False	False	0	14.237597480284302	Orthoherpesviridae	Epstein-Barr virus (strain AG876) (HHV-4) (Human herpesvirus 4)	Protein BMRF2
Q3KSU2	False	False	False	False	False	0	13.71338642735505	Orthoherpesviridae	Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4)	Protein BMRF2
Q89743	False	False	False	False	False	0	17.536031946540948	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Transactivator protein DR7
A0A7H0DNG4	True	True	True	True	True	5	5.1673165273546475	Poxviridae	Monkeypox virus (MPXV)	Serine proteinase inhibitor 1 (Serp-1) (Serpin-1)
NP_536607.1	True	True	True	True	True	5	5.228480878294784			
Q6DPK2	False	False	False	False	True	1	14.151134044752348	Orthomyxoviridae	Influenza A virus (strain A/Guinea fowl/Hong Kong/38/2002 H5N1 genotype X0)	Neuraminidase (EC 3.2.1.18)
P26547	False	False	True	False	False	1	13.693767151848522	Papillomaviridae	Human papillomavirus 51	Regulatory protein E2
P48753	False	False	False	False	False	0	13.720764426423234	Adenoviridae	Human adenovirus F serotype 40 (HAdV-40) (Human adenovirus 40)	Core-capsid bridging protein (Core protein V)
P26546	False	False	True	False	False	1	13.659386607728603	Papillomaviridae	Human papillomavirus 58	Regulatory protein E2
F5H9N4	False	False	False	False	False	0	14.865299382813316	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Tegument protein UL24
Q67863	False	False	False	False	False	0	12.710965322322856	Hepadnaviridae	Hepatitis B virus genotype C subtype adr (isolate Korea/Kim/1989) (HBV-C)	Putative X-Core fused protein
Q67371	False	False	False	False	True	1	13.823289594602253	Orthomyxoviridae	Influenza B virus (strain B/Hong Kong/22/1989)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q67374	False	False	False	False	True	1	13.927212144222423	Orthomyxoviridae	Influenza B virus (strain B/New York/3/1990)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q67380	False	False	False	False	True	1	13.720988477144067	Orthomyxoviridae	Influenza B virus (strain B/Victoria/103/1989)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q67375	False	False	False	False	True	1	13.910409778351772	Orthomyxoviridae	Influenza B virus (strain B/Panama/45/1990)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
Q67379	False	False	False	False	True	1	14.563222080542133	Orthomyxoviridae	Influenza B virus (strain B/Texas/4/1990)	Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain]
