accession	label	split
sp|Q9IB50|MT_PAGMA	nonviral	test
sp|A0JPN4|ZC12A_RAT	nonviral	test
sp|B8FUN3|DNAJ_DESHD	nonviral	train
sp|Q8BGF8|S35D3_MOUSE	nonviral	train
sp|Q6DAR1|ARGC_PECAS	nonviral	val
sp|Q3E785|SDHF1_YEAST	nonviral	val
sp|B1IGF4|RL3_CLOBK	nonviral	train
sp|Q9SJD4|LACS8_ARATH	nonviral	train
sp|P69891|HBG1_HUMAN	nonviral	val
sp|A1RGX8|RS15_SHESW	nonviral	val
sp|P9WEL5|AVAN_ASPVE	nonviral	train
sp|A1WJJ2|PSRP_VEREI	nonviral	train
sp|B4T5D8|YNFC_SALNS	nonviral	val
sp|Q58453|Y1053_METJA	nonviral	train
sp|Q87E73|RS17_XYLFT	nonviral	train
sp|A6MM35|PSAB_BUXMI	nonviral	train
sp|Q0UYL3|COG6_PHANO	nonviral	val
sp|Q6B8X9|RR7_GRATL	nonviral	test
sp|P34847|NU1M_APILI	nonviral	train
sp|B8PD53|LIS12_POSPM	nonviral	train
sp|Q8LAJ9|MIC10_ARATH	nonviral	train
sp|O06930|MADF_MALRU	nonviral	train
sp|A1KW11|ATPB_NEIMF	nonviral	train
sp|Q9LU92|TGT4_ARATH	nonviral	test
sp|P9WG03|SUGA_MYCTU	nonviral	val
sp|A9KLM3|RIMM_LACP7	nonviral	train
sp|Q2JIJ7|NDHN_SYNJB	nonviral	val
sp|P60718|LIPA_ECO57	nonviral	val
sp|C4ZQ17|LOLA_ECOBW	nonviral	train
sp|Q5WLS5|RL11_SHOC1	nonviral	train
sp|A3MZI4|FTHS_ACTP2	nonviral	val
sp|P0C1S7|PARE_STAAU	nonviral	val
sp|P99097|BSAA_STAAN	nonviral	train
sp|Q8KFN9|ISPH_CHLTE	nonviral	train
sp|Q9DEN9|MYG_GOBGI	nonviral	train
sp|C6H4B5|CHO2_AJECH	nonviral	train
sp|Q1CDW5|AAEX_YERPN	nonviral	test
sp|A3NY82|GSA_BURP0	nonviral	val
sp|Q8KES7|METXA_CHLTE	nonviral	train
sp|A6SY75|CLPX_JANMA	nonviral	test
sp|Q9BE71|LRFN2_MACFA	nonviral	train
sp|Q255Z9|SYS_CHLFF	nonviral	train
sp|Q73K74|NTPPA_TREDE	nonviral	val
sp|Q53080|PSA1_RHOER	nonviral	train
sp|Q0J0G2|BGL32_ORYSJ	nonviral	train
sp|P0ABY5|FLAW_ECOL6	nonviral	train
sp|B3R3G1|MGSA_CUPTR	nonviral	train
sp|Q92832|NELL1_HUMAN	nonviral	test
sp|B2S9B5|RL35_BRUA1	nonviral	test
sp|Q3AD96|COMB_CARHZ	nonviral	test
sp|Q24756|MLC1_DROVI	nonviral	test
sp|Q98907|P2RY3_CHICK	nonviral	train
sp|Q8TC26|TM163_HUMAN	nonviral	train
sp|Q58DS3|S2535_BOVIN	nonviral	train
sp|Q2FVB2|F16PC_STAA8	nonviral	train
sp|Q9DAE2|RMXL2_MOUSE	nonviral	val
sp|A7H5V3|HIS4_CAMJD	nonviral	train
sp|F9YQP0|CAS2_CAPCC	nonviral	train
sp|A6WR22|PIMT_SHEB8	nonviral	test
sp|Q8NRB3|METE_CORGL	nonviral	val
sp|B0G180|SPCS3_DICDI	nonviral	train
sp|Q8VDI7|UBAC1_MOUSE	nonviral	train
sp|Q8J1G7|CIN8_EREGS	nonviral	test
sp|B5Z1D1|NRFA_ECO5E	nonviral	train
sp|Q82L56|SSIX_STRAW	nonviral	train
sp|Q6AZH0|SELSA_XENLA	nonviral	test
sp|Q8F7U1|RL27_LEPIN	nonviral	train
sp|C3P5R1|PAND_BACAA	nonviral	train
sp|B4F1L0|RL17_PROMH	nonviral	train
sp|Q8XAD2|BEPA_ECO57	nonviral	val
sp|O26223|Y120_METTH	nonviral	test
sp|Q0UK12|RRP3_PHANO	nonviral	val
sp|B7MWX9|DCD_ECO81	nonviral	train
sp|Q13114|TRAF3_HUMAN	nonviral	train
sp|P0AGJ0|TRKA_ECO57	nonviral	train
sp|P71060|EPSK_BACSU	nonviral	train
sp|Q0TF00|PUR7_ECOL5	nonviral	val
sp|P86481|PR20B_HUMAN	nonviral	train
sp|A7MJU0|TSAD_CROS8	nonviral	val
sp|B3ED33|RS16_CHLL2	nonviral	val
sp|Q89WU7|PUR9_BRADU	nonviral	test
sp|Q6D137|RS18_PECAS	nonviral	train
sp|Q6P2C0|WDR93_HUMAN	nonviral	train
sp|Q4WV19|UBA4_ASPFU	nonviral	train
sp|O55233|CER1_MOUSE	nonviral	train
sp|Q9P0S9|TM14C_HUMAN	nonviral	train
sp|P28153|HUPK_RHILV	nonviral	train
sp|B4KZ45|EIF3L_DROMO	nonviral	val
sp|Q035U1|RTPR_LACP3	nonviral	train
sp|Q480Q1|FLUC_COLP3	nonviral	train
sp|A9AV71|KTHY_HERA2	nonviral	train
sp|A5F4W4|ZAPB_VIBC3	nonviral	val
sp|C5K0R2|AMPP2_BLAGS	nonviral	test
sp|E9PXT9|F170B_MOUSE	nonviral	test
sp|Q2TLZ4|MACOI_MACMU	nonviral	val
sp|Q57758|Y310_METJA	nonviral	train
sp|G5ECU7|JUN_CAEEL	nonviral	train
sp|C0RE63|LPXC_BRUMB	nonviral	train
sp|C1KYP8|PPAX_LISMC	nonviral	val
sp|Q22633|HPPD_CAEEL	nonviral	train
sp|A0JXZ6|ILVC_ARTS2	nonviral	train
sp|D9HP20|CNR4_MAIZE	nonviral	train
sp|Q8N2A8|PLD6_HUMAN	nonviral	train
sp|Q3IPM9|RL7A_NATPD	nonviral	train
sp|Q0TLT1|RAPA_ECOL5	nonviral	train
sp|Q5ZMK5|JMJD6_CHICK	nonviral	train
sp|Q8E0A8|URK_STRA5	nonviral	train
sp|A4WW84|SECA_CERS5	nonviral	train
sp|P50552|VASP_HUMAN	nonviral	val
sp|Q8K0S5|R4RL1_MOUSE	nonviral	train
sp|O75159|SOCS5_HUMAN	nonviral	val
sp|P32552|RS7_HALMA	nonviral	val
sp|Q47TL8|PURL_THEFY	nonviral	val
sp|A9A986|BIOW_METM6	nonviral	val
sp|Q1RD20|MNMA_ECOUT	nonviral	train
sp|B2S676|RL2_BRUA1	nonviral	train
sp|A7XDQ9|B3GTK_ARATH	nonviral	val
sp|O51127|MURI_BORBU	nonviral	train
sp|A0LII9|RS10_SYNFM	nonviral	train
sp|P9WIY8|Y1063_MYCTO	nonviral	train
sp|A1JR92|RS9_YERE8	nonviral	train
sp|P0A1F9|DHAS_SALTI	nonviral	train
sp|Q0TA23|UBIC_ECOL5	nonviral	train
sp|Q8R7C1|ARGD_CALS4	nonviral	train
sp|Q21XQ9|HEM3_ALBFT	nonviral	train
sp|Q5BJQ6|CSTF1_RAT	nonviral	train
sp|B2GBL8|RS2_LIMF3	nonviral	test
sp|Q9ZH20|RLMH_DESTE	nonviral	train
sp|O48639|PHT13_ARATH	nonviral	train
sp|P9WG02|SUGA_MYCTO	nonviral	val
sp|Q0VSJ7|RS3_ALCBS	nonviral	train
sp|Q8Z1X5|RS11_SALTI	nonviral	train
sp|Q12355|PST1_YEAST	nonviral	train
sp|P46190|RS15_MESHY	nonviral	train
sp|P17127|PTFAH_SALTY	nonviral	train
sp|A8LLG2|EFTU_DINSH	nonviral	test
sp|B8ELE9|RS8_METSB	nonviral	train
sp|P9WK75|LPPK_MYCTU	nonviral	train
sp|O94390|ATP7_SCHPO	nonviral	train
sp|A6TRX3|Y2791_ALKMQ	nonviral	train
sp|A7Y3J3|RK2_IPOPU	nonviral	val
sp|P61502|SODM_THET2	nonviral	test
sp|Q2YDE7|ARCH_BOVIN	nonviral	train
sp|Q5WDX9|TCYP_SHOC1	nonviral	val
sp|P87243|RIX1_SCHPO	nonviral	train
sp|Q95245|CY561_PIG	nonviral	train
sp|Q8PIT8|RRAAH_XANAC	nonviral	train
sp|B6IPH8|DAPE_RHOCS	nonviral	val
sp|A6ZR25|TDA2_YEAS7	nonviral	val
sp|A9AGN3|DUT_BURM1	nonviral	test
sp|C5BEU2|HSCB_EDWI9	nonviral	train
sp|Q2L902|PSBD_GOSHI	nonviral	train
sp|A0L230|Y3881_SHESA	nonviral	val
sp|C1A8L5|UPPP_GEMAT	nonviral	test
sp|A4ITJ1|ATPA_GEOTN	nonviral	train
sp|A3M0W5|G6PI_ACIBT	nonviral	test
sp|P66890|TATA_MYCBO	nonviral	test
sp|Q8GYY1|HSFA3_ARATH	nonviral	test
sp|Q6C3K7|QCR7_YARLI	nonviral	train
sp|P0C2S4|GUND_ACETH	nonviral	train
sp|P99129|SYG_STAAN	nonviral	train
sp|O88181|BARH2_RAT	nonviral	val
sp|Q57RA8|RIMO_SALCH	nonviral	train
sp|A0A1D6LAB7|RH3B_MAIZE	nonviral	test
sp|Q17062|PER_ANTPE	nonviral	train
sp|Q26431|ATT_BOMMO	nonviral	train
sp|P0C0H4|YARCA_STRPY	nonviral	train
sp|Q0I163|RL3_HISS1	nonviral	train
sp|A3MX77|RL18A_PYRCJ	nonviral	val
sp|Q9EXD4|Y388_MYCPN	nonviral	test
sp|Q92342|YDI4_SCHPO	nonviral	train
sp|Q470S7|KATG2_CUPPJ	nonviral	val
sp|P57522|TUSA_BUCAI	nonviral	val
sp|Q8Y1W3|PUR7_RALN1	nonviral	val
sp|Q2NZX6|RL10_XANOM	nonviral	val
sp|Q9BPI6|M233_CONTS	nonviral	train
sp|Q8IUC2|KRA81_HUMAN	nonviral	train
sp|Q1C9Q9|HIS1_YERPA	nonviral	train
sp|Q06267|YL184_YEAST	nonviral	val
sp|Q88BD3|DUT_PSESM	nonviral	test
sp|B8D8H1|ATPA_BUCA5	nonviral	train
sp|B4GIB1|EIF3C_DROPE	nonviral	train
sp|Q3A3I8|PAND_SYNC1	nonviral	val
sp|Q30TV3|RL24_SULDN	nonviral	train
sp|P27368|Y1683_SYNE7	nonviral	val
sp|P35299|PRM2_PANPA	nonviral	train
sp|P57088|TMM33_HUMAN	nonviral	val
sp|Q2T7N3|TSAD_BURTA	nonviral	val
sp|Q9ZVI3|QKIL3_ARATH	nonviral	val
sp|B4T8M7|AROL_SALHS	nonviral	train
sp|Q88QK5|SSB_PSEPK	nonviral	test
sp|P9WJW5|OGT_MYCTU	nonviral	train
sp|Q5L0D9|MIAA_GEOKA	nonviral	test
sp|Q2PS20|JPH2_RAT	nonviral	train
sp|Q7W9N2|Y1723_BORPA	nonviral	train
sp|P35903|ACHC_LISFU	nonviral	val
sp|Q5FM93|RS7_LACAC	nonviral	test
sp|P0AAJ3|FDNH_ECOLI	nonviral	val
sp|M3APK4|PK81C_PSEFD	nonviral	val
sp|Q3J9B6|IF2_NITOC	nonviral	train
sp|Q9ES07|S15A2_MOUSE	nonviral	test
sp|B1XGX5|NLPI_ECODH	nonviral	train
sp|P51504|ZNF80_HUMAN	nonviral	val
sp|P13119|FLAB_RHIML	nonviral	train
sp|P30883|TBB4_XENLA	nonviral	test
sp|Q0JA83|KSL3_ORYSJ	nonviral	train
sp|B0TQM9|RSMH_SHEHH	nonviral	test
sp|A2BYX5|PEBB_PROM5	nonviral	test
sp|B3FIN4|TX18A_CYRSC	nonviral	train
sp|Q49945|ES6LY_MYCLE	nonviral	train
sp|Q32CV2|LEPA_SHIDS	nonviral	test
sp|Q2W000|QUEC_PARM1	nonviral	test
sp|Q4WER9|LYSMA_ASPFU	nonviral	test
sp|Q95YI3|OPSCE_BOMMO	nonviral	val
sp|Q7WD16|NTPPB_BORBR	nonviral	train
sp|Q63GT6|PUR7_BACCZ	nonviral	train
sp|C3KVQ5|RS7_CLOB6	nonviral	test
sp|Q3JWL1|LIPA_BURP1	nonviral	val
sp|A8FMU8|DCUP_CAMJ8	nonviral	train
sp|C7GU92|DLT1_YEAS2	nonviral	test
sp|Q1WSH6|DNLJ_LIGS1	nonviral	train
sp|Q3BWY6|EFTU_XANE5	nonviral	test
sp|B2RHS7|PDXH_PORG3	nonviral	val
sp|B0UL32|RL9_METS4	nonviral	train
sp|B2RHF3|RL25_PORG3	nonviral	val
sp|B1I4S1|NTPP_DESAP	nonviral	val
sp|Q7A468|SECY_STAAN	nonviral	test
sp|P47187|COS5_YEAST	nonviral	val
sp|Q0I2G3|LEUC_HISS1	nonviral	test
sp|Q2NQT9|SLMA_SODGM	nonviral	test
sp|Q8U3L0|CBP1_PYRFU	nonviral	test
sp|Q87RN9|PTH_VIBPA	nonviral	train
sp|B1L1G8|GATB_CLOBM	nonviral	train
sp|B6JFJ0|AROC_AFIC5	nonviral	train
sp|B1KL12|RNPH_SHEWM	nonviral	test
sp|P87228|SERA_SCHPO	nonviral	val
sp|Q0TEX0|ISPG_ECOL5	nonviral	train
sp|P55575|Y4MP_SINFN	nonviral	val
sp|Q74HC3|DGK1_LACJO	nonviral	train
sp|P15769|RK33_CYAPA	nonviral	train
sp|A4G5N9|BIOF_HERAR	nonviral	val
sp|B0REG5|RL31B_CLASE	nonviral	test
sp|B5ZPM0|MURA_RHILW	nonviral	train
sp|Q6DHU8|TOPK_DANRE	nonviral	test
sp|Q8H1P9|MB3R3_ARATH	nonviral	test
sp|C0NN85|RU1C_AJECG	nonviral	train
sp|A6QI28|Y1738_STAAE	nonviral	train
sp|Q12KD2|ERPA_SHEDO	nonviral	test
sp|Q8ZV07|LYSJ_PYRAE	nonviral	test
sp|P40446|YIQ5_YEAST	nonviral	train
sp|Q68D91|MBLC2_HUMAN	nonviral	train
sp|Q30WD2|LEUD_OLEA2	nonviral	train
sp|P75463|Y318_MYCPN	nonviral	test
sp|P45053|OPPC_HAEIN	nonviral	train
sp|Q83DN2|DAPE_COXBU	nonviral	val
sp|Q28Y14|ASPG1_DROPS	nonviral	val
sp|Q2J164|ISPE_RHOP2	nonviral	train
sp|A4XR64|MURI_ECTM1	nonviral	train
sp|A0A140JWM8|C7162_ARATH	nonviral	test
sp|B5Z228|RS16_ECO5E	nonviral	test
sp|Q97CD8|RS12_THEVO	nonviral	train
sp|Q2G2M6|SYC_STAA8	nonviral	train
sp|Q02R26|ARND_PSEAB	nonviral	train
sp|P05652|GYRB_BACSU	nonviral	train
sp|Q0STN4|PYRB_CLOPS	nonviral	train
sp|B5VDQ0|MAP2_YEAS6	nonviral	train
sp|Q8ZA88|ARLY_YERPE	nonviral	test
sp|Q1JGY7|POTA_STRPD	nonviral	train
sp|Q8MEY1|MATK_DIOSP	nonviral	val
sp|B9F1L8|DOF2_ORYSJ	nonviral	train
sp|Q2WAW8|CH60_PARM1	nonviral	val
sp|A9AER8|MINE_BURM1	nonviral	train
sp|Q15329|E2F5_HUMAN	nonviral	train
sp|Q0AX16|RUVB_SYNWW	nonviral	train
sp|P60276|SCXJ_TITBA	nonviral	test
sp|Q6LM43|RS18_PHOPR	nonviral	train
sp|P51117|CFI1_VITVI	nonviral	train
sp|Q8H4L3|CHS2_ORYSJ	nonviral	test
sp|P34477|UBC7_CAEEL	nonviral	val
sp|Q01070|ESMC_DROME	nonviral	train
sp|A7MIC5|LEU1_CROS8	nonviral	val
sp|A3QF71|TRPD_SHELP	nonviral	train
sp|A1BCW2|MUTL_CHLPD	nonviral	train
sp|B8ENL1|LEPA_METSB	nonviral	test
sp|Q9XD84|TIBA_ECOH1	nonviral	train
sp|Q6F0K8|RL1_MESFL	nonviral	test
sp|Q68WN1|PNP_RICTY	nonviral	train
sp|A8MHA0|COAD_ALKOO	nonviral	test
sp|P9WLH8|Y2226_MYCTO	nonviral	test
sp|Q12301|YD180_YEAST	nonviral	test
sp|Q83JW9|QUEF_SHIFL	nonviral	train
sp|B7H2H4|G6PI_ACIB3	nonviral	test
sp|B2UJF1|HOA_RALPJ	nonviral	val
sp|Q9X2A4|ARGB_THEMA	nonviral	val
sp|B7M3I1|SYGB_ECO8A	nonviral	val
sp|Q9GM50|UCHL1_HORSE	nonviral	val
sp|P71036|YWNA_BACSU	nonviral	val
sp|Q9HTF1|LTAE_PSEAE	nonviral	test
sp|Q3BAP4|PSBC_PHAAO	nonviral	val
sp|Q42379|MYB7_ARATH	nonviral	train
sp|Q9UT59|YKJ7_SCHPO	nonviral	test
sp|Q31YH3|NUOA_SHIBS	nonviral	test
sp|Q8BGT0|OSTM1_MOUSE	nonviral	train
sp|B7I5Y5|DAPF_ACIB5	nonviral	train
sp|A1S223|RL22_SHEAM	nonviral	val
sp|B7HPL8|LEPA_BACC7	nonviral	test
sp|A3NQS3|BIOF_BURP0	nonviral	val
sp|A3D4P4|TTCA_SHEB5	nonviral	val
sp|A7IPA4|NUOD_XANP2	nonviral	train
sp|P0A097|NUSG_STAAW	nonviral	train
sp|Q2J316|PYRF_RHOP2	nonviral	train
sp|Q4WIQ2|TIM9_ASPFU	nonviral	val
sp|Q8EEA9|KDSB_SHEON	nonviral	val
sp|Q7YQM0|GDIA_PONPY	nonviral	val
sp|Q99966|CITE1_HUMAN	nonviral	train
sp|Q9WV92|E41L3_MOUSE	nonviral	val
sp|P0C7P6|BNP_CRAGM	nonviral	train
sp|Q7H8M1|ATPB_IPOSE	nonviral	test
sp|B9LPT9|PRIS_HALLT	nonviral	val
sp|Q5DTT4|RTL5_MOUSE	nonviral	train
sp|Q6D4H2|SYFA_PECAS	nonviral	test
sp|Q8FD03|RL24_ECOL6	nonviral	val
sp|Q6QNL9|KC1_EIMTE	nonviral	train
sp|C1DHE3|LPXH_AZOVD	nonviral	train
sp|A9EZV5|MDH_SORC5	nonviral	train
sp|A2BN64|RL1_HYPBU	nonviral	train
sp|P80239|AHPC_BACSU	nonviral	test
sp|A3QIL6|LPXC_SHELP	nonviral	val
sp|P09888|OMPC_NEIGO	nonviral	train
sp|B7MIF9|RUTA_ECO45	nonviral	test
sp|Q1C5A9|URED_YERPA	nonviral	val
sp|B8DKH2|GLMU_NITV9	nonviral	val
sp|B2K5Y8|RS16_YERPB	nonviral	test
sp|Q63W98|PAND_BURPS	nonviral	train
sp|C6BSE9|GATA_MARSD	nonviral	train
sp|Q3KI26|GATC_PSEPF	nonviral	train
sp|Q2YL33|FOLD_BRUA2	nonviral	train
sp|Q94JF3|GL12_ORYSJ	nonviral	test
sp|B8HCI0|RL13_PSECP	nonviral	train
sp|P43680|SOX18_MOUSE	nonviral	train
sp|C0MG37|Y293_STRS7	nonviral	train
sp|B9KJP1|RS18_CERSK	nonviral	train
sp|P9WJB1|FLQE3_MYCTU	nonviral	train
sp|P52490|UBC13_YEAST	nonviral	test
sp|Q2URJ3|CAPZB_ASPOR	nonviral	train
sp|Q8CWF6|RIBB_OCEIH	nonviral	train
sp|B1P1D8|JZT37_CHIGU	nonviral	test
sp|Q5P3T0|CCA_AROAE	nonviral	test
sp|B5F0A4|RLMF_SALA4	nonviral	train
sp|Q7N511|AZOR_PHOLL	nonviral	train
sp|Q0IBC2|RECR_SYNS3	nonviral	train
sp|P24321|RS17_THETH	nonviral	test
sp|B8DHJ0|ENGB_LISMH	nonviral	train
sp|B2SQT3|RS4_XANOP	nonviral	train
sp|A1STV9|RL32_PSYIN	nonviral	train
sp|B8GMN6|LPXC_THISH	nonviral	val
sp|B0TZ73|MRAY_FRAP2	nonviral	train
sp|Q8DJK4|DAPA_THEVB	nonviral	train
sp|P9WLJ1|Y2191_MYCTU	nonviral	train
sp|Q47BR3|RLMN_DECAR	nonviral	train
sp|Q6AX58|PHIPL_XENLA	nonviral	train
sp|Q1JI42|SSRP_STRPD	nonviral	test
sp|A6ZU08|TOS3_YEAS7	nonviral	train
sp|Q8XAP3|HEM3_ECO57	nonviral	train
sp|Q164D0|PLSX_ROSDO	nonviral	train
sp|O84000|Y1037_TREPA	nonviral	test
sp|P0A107|NAHC_PSEAI	nonviral	val
sp|A0QU81|SCMU_MYCS2	nonviral	train
sp|A3QF20|HIS4_SHELP	nonviral	test
sp|Q1R9F9|ARND_ECOUT	nonviral	val
sp|Q6L9W6|B4GN3_HUMAN	nonviral	test
sp|Q9N0W8|MCR_SAISC	nonviral	val
sp|B9JZ39|PTH_ALLAM	nonviral	train
sp|P42495|CADH1_ARACO	nonviral	train
sp|Q0ING3|SHT2_ORYSJ	nonviral	val
sp|Q31CR8|ISPH_PROM9	nonviral	train
sp|A0A0B4J245|TVAL1_HUMAN	nonviral	test
sp|Q2W2B0|TOLB_PARM1	nonviral	train
sp|Q9V025|Y973_PYRAB	nonviral	val
sp|B7LKQ5|PCP_ESCF3	nonviral	train
sp|Q0HKD1|FADJ_SHESM	nonviral	train
sp|B5ZYU3|RL29_RHILW	nonviral	test
sp|P76633|YGCW_ECOLI	nonviral	test
sp|Q9ZAF3|PLSY_THET2	nonviral	test
sp|B4EUF2|RLMD_PROMH	nonviral	test
sp|Q7MPI0|RL29_VIBVY	nonviral	test
sp|P0AC59|GLRX2_ECOLI	nonviral	test
sp|B5YKW0|SYP_THEYD	nonviral	train
sp|Q9PB46|KDSB_XYLFA	nonviral	train
sp|P81902|CSTI_BOMMO	nonviral	val
sp|Q9DBJ1|PGAM1_MOUSE	nonviral	train
sp|C1CFE0|DAPB_STRZJ	nonviral	train
sp|B3E719|RRF_TRIL1	nonviral	train
sp|C5BMC8|RPIA_TERTT	nonviral	val
sp|P00624|PA2A_CROAT	nonviral	train
sp|B7UNQ2|HSLV_ECO27	nonviral	val
sp|Q57576|ACDG_METJA	nonviral	test
sp|A5GIT5|RL14_SYNPW	nonviral	train
sp|A2R0Z5|CHSE_ASPNC	nonviral	train
sp|Q5HCU1|BETA_STAAC	nonviral	train
sp|B4T9C1|RL33_SALHS	nonviral	train
sp|Q7M3C1|MYG_AILME	nonviral	val
sp|Q6P9B9|INT5_HUMAN	nonviral	train
sp|O34850|YOTN_BACSU	nonviral	train
sp|Q28602|NPY1R_SHEEP	nonviral	train
sp|Q1MPQ7|RS3_LAWIP	nonviral	test
sp|Q6F1S1|KGUA_MESFL	nonviral	train
sp|Q5HQW8|HPRK_STAEQ	nonviral	train
sp|Q4WUQ8|CIPC_ASPFU	nonviral	train
sp|B5ZBT9|SYP_UREU1	nonviral	train
sp|Q7AKI6|AHPD_STRCO	nonviral	train
sp|Q9HHH8|TF2B5_HALSA	nonviral	test
sp|Q9B5Q5|CYB_CEPRF	nonviral	test
sp|Q053K4|PYRE_LEPBL	nonviral	train
sp|B3CKG1|URM1_CAEEL	nonviral	val
sp|Q1J8Z1|IF1_STRPF	nonviral	train
sp|Q81I77|Y520_BACCR	nonviral	train
sp|Q1RIK2|IDI2_RICBR	nonviral	train
sp|Q04005|LIC4_YEAST	nonviral	train
sp|Q8CNW8|DHA_STAES	nonviral	val
sp|Q14FH6|PSBA_POPAL	nonviral	train
sp|B9DWC7|RS4_STRU0	nonviral	val
sp|Q6L126|RADA_PICTO	nonviral	train
sp|P03870|FLP_YEAST	nonviral	train
sp|Q49ZE1|RL17_STAS1	nonviral	train
sp|A5VXP3|RS7_PSEP1	nonviral	test
sp|P9WFA3|VPC12_MYCTU	nonviral	train
sp|B0BSM2|SYT_ACTPJ	nonviral	test
sp|Q25145|TPM_HALRU	nonviral	train
sp|P43745|DPO3E_HAEIN	nonviral	test
sp|B6J5E7|RL6_COXB1	nonviral	train
sp|Q4K4A5|FPG_PSEF5	nonviral	train
sp|A4WFB7|RL24_ENT38	nonviral	val
sp|P62905|TNR5_STREE	nonviral	train
sp|A5HUP6|GSG7_ANOST	nonviral	train
sp|Q4ZN07|URE2_PSEU2	nonviral	test
sp|C6E4Q7|RL3_GEOSM	nonviral	train
sp|Q9UU79|NSA2_SCHPO	nonviral	test
sp|A3PIV3|ENO_CERS1	nonviral	train
sp|B7LUR5|METJ_ESCF3	nonviral	val
sp|Q9BQG2|NUD12_HUMAN	nonviral	train
sp|B2TY52|PURA_SHIB3	nonviral	train
sp|Q12393|GEP5_YEAST	nonviral	test
sp|Q0CT71|TRMB_ASPTN	nonviral	train
sp|Q3Z595|PROB_SHISS	nonviral	train
sp|A6U8P9|TRMFO_SINMW	nonviral	test
sp|P9WQI6|Y2326_MYCTO	nonviral	train
sp|D2Y2G5|H8A10_CYRHA	nonviral	train
sp|Q48E93|GATC_PSE14	nonviral	train
sp|Q87RN6|LOLB_VIBPA	nonviral	val
sp|Q89RW1|DXS_BRADU	nonviral	train
sp|Q9N3T2|FEN1_CAEEL	nonviral	train
sp|Q6P0G8|PKHJ1_DANRE	nonviral	test
sp|Q3SGS2|TRPC_THIDA	nonviral	test
sp|Q8RWF5|DTX6_ARATH	nonviral	val
sp|P23054|TCRB_BACSU	nonviral	train
sp|Q48KP5|PYRF_PSE14	nonviral	train
sp|B4T671|GLNE_SALNS	nonviral	val
sp|Q7RPB4|ACT2_PLAYO	nonviral	train
sp|Q5XUX1|FBXW9_HUMAN	nonviral	test
sp|B8NX10|PLYE_ASPFN	nonviral	train
sp|A1K6R0|FABZ_AZOSB	nonviral	val
sp|B8F457|YBEY_GLAP5	nonviral	train
sp|Q8YQX8|CLPP2_NOSS1	nonviral	val
sp|Q3ZBY0|MAL_BOVIN	nonviral	val
sp|P0C0H3|DBH_STRP1	nonviral	train
sp|A1DN29|NF450_NEOFI	nonviral	train
sp|A4VZL1|TRHO_STRS2	nonviral	train
sp|F4IAL1|OFUT2_ARATH	nonviral	train
sp|Q8EFV9|FABA_SHEON	nonviral	train
sp|B0KAA6|SYE2_THEP3	nonviral	test
sp|P38043|NRTA_SYNE7	nonviral	test
sp|P56774|PETD_ARATH	nonviral	test
sp|Q71W69|RECR_LISMF	nonviral	train
sp|Q6MW50|YB290_NEUCR	nonviral	train
sp|A8LS63|MURC_DINSH	nonviral	train
sp|O69155|XERS_STRMU	nonviral	train
sp|Q2SHM3|PHNW_HAHCH	nonviral	val
sp|Q9TNF8|PSBA_CONJP	nonviral	train
sp|Q9SS43|MUC21_ARATH	nonviral	val
sp|P0DN12|VKT8_ANEVI	nonviral	val
sp|B1KJK5|NUSB_SHEWM	nonviral	test
sp|Q8BGV0|SYNM_MOUSE	nonviral	train
sp|Q5ZIM6|AATF_CHICK	nonviral	train
sp|Q9JKM5|S1PR5_RAT	nonviral	train
sp|O49500|MBR2_ARATH	nonviral	train
sp|Q9DBG3|AP2B1_MOUSE	nonviral	test
sp|B6EGJ0|CMOA_ALISL	nonviral	train
sp|B1VAD9|RS17_PHYAS	nonviral	train
sp|P57408|Y323_BUCAI	nonviral	train
sp|Q6GEX3|ATPE_STAAR	nonviral	train
sp|Q6ENU7|PSBE_SACOF	nonviral	test
sp|Q5F8Q0|GLK_NEIG1	nonviral	train
sp|Q865X2|IL2_LAMGL	nonviral	test
sp|A8MLF1|RL24_ALKOO	nonviral	test
sp|Q98R64|Y146_MYCPU	nonviral	train
sp|A8MUN3|YQ048_HUMAN	nonviral	train
sp|Q32J17|DPO4_SHIDS	nonviral	train
sp|A4VU42|SERC_STRSY	nonviral	train
sp|P49463|DNAK_TRICV	nonviral	test
sp|P41962|SODC_BRUPA	nonviral	train
sp|Q8DI26|RAF1_THEVB	nonviral	train
sp|Q7VP66|CARA_HAEDU	nonviral	train
sp|P0CE90|PAU6_YEAST	nonviral	train
sp|Q1CFK8|RNFH_YERPN	nonviral	train
sp|C4KJU6|GUAAB_SACI6	nonviral	train
sp|Q13UU8|EFG1_PARXL	nonviral	train
sp|P55750|RS20_MYCGE	nonviral	val
sp|Q57AE0|SYFA_BRUAB	nonviral	test
sp|Q57672|AATC_METJA	nonviral	train
sp|Q6D7S1|PUR5_PECAS	nonviral	val
sp|P27801|PEP3_YEAST	nonviral	train
sp|P62076|TIM13_RAT	nonviral	test
sp|Q866Y9|ZACN_CANLF	nonviral	train
sp|Q87LK1|GSHB_VIBPA	nonviral	train
sp|B2RH34|THIC_PORG3	nonviral	train
sp|F6UF99|TM237_XENTR	nonviral	test
sp|Q5GZR1|MNMA_XANOR	nonviral	train
sp|Q54BH5|Y3730_DICDI	nonviral	val
sp|G5EGU9|SZY20_CAEEL	nonviral	val
